TimeIdx;Scenario;EMG 1 Time;EMG 1;EMG 2 Time;EMG 2;EMG 3 Time;EMG 3;EMG 4 Time;EMG 4;EMG 5 Time;EMG 5;EMG 6 Time;EMG 6;EMG 7 Time;EMG 7;EMG 8 Time;EMG 8;ECG Time;ECG;GSR Time;GSR;RESP Time;RESP;MOTION 1 Time;MOTION 1;MOTION 2 Time;MOTION 2;ElectroMagnet;X CP;Y CP;arm_Forearm_R;arm_Forearm_L;arm_Torso_R;arm_Torso_L;thigh_Calf_R;thigh_Calf_L;torso_Tighs;shouldersVerticalRotation;shouldersLateralRotation;hipRotation;hand_Left_X;hand_Left_Y;hand_Right_X;hand_Right_Y;hip_center_X;hip_center_Y;Altitude;CollisionEvent;CanyonProximity;MeteorProximity_1;MeteorProximity_2;MeteorProximity_3;
39.9995242;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;(0.0, 0.0, 0.0);0.0;(0.0, 0.0, 0.0);0;0;0;174;177;58;80;154;171;151;350;35;358;19.62515;-0.01650947;20.67436;0.2736121;19.96672;0.4742732;91.72;0;-1;-1;-1;-1;
39.999821;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;(0.0, 0.0, 0.0);0.0;(0.0, 0.0, 0.0);0;0;0;174;177;58;80;154;171;151;350;35;358;19.62515;-0.01650947;20.67436;0.2736121;19.96672;0.4742732;91.72;0;-1;-1;-1;-1;
40.0001724;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;(0.0, 0.0, 0.0);0.0;(0.0, 0.0, 0.0);0;0;0;174;177;58;80;154;171;151;350;35;358;19.62515;-0.01650947;20.67436;0.2736121;19.96672;0.4742732;91.72;0;-1;-1;-1;-1;
40.0005723;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;(0.0, 0.0, 0.0);0.0;(0.0, 0.0, 0.0);0;0;0;174;177;58;80;154;171;151;350;35;358;19.62515;-0.01650947;20.67436;0.2736121;19.96672;0.4742732;91.72;0;-1;-1;-1;-1;
40.0009175;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;(0.0, 0.0, 0.0);0.0;(0.0, 0.0, 0.0);0;0;0;174;177;58;80;154;171;151;350;35;358;19.62515;-0.01650947;20.67436;0.2736121;19.96672;0.4742732;91.72;0;-1;-1;-1;-1;
40.0012801;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;(0.0, 0.0, 0.0);0.0;(0.0, 0.0, 0.0);0;0;0;174;177;58;80;154;171;151;350;35;358;19.62515;-0.01650947;20.67436;0.2736121;19.96672;0.4742732;91.72;0;-1;-1;-1;-1;
40.0016365;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;(0.0, 0.0, 0.0);0.0;(0.0, 0.0, 0.0);0;0;0;174;177;58;80;154;171;151;350;35;358;19.62515;-0.01650947;20.67436;0.2736121;19.96672;0.4742732;91.72;0;-1;-1;-1;-1;
40.0020408;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;(0.0, 0.0, 0.0);0.0;(0.0, 0.0, 0.0);0;0;0;174;177;58;80;154;171;151;350;35;358;19.62515;-0.01650947;20.67436;0.2736121;19.96672;0.4742732;91.72;0;-1;-1;-1;-1;
40.0024241;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;(0.0, 0.0, 0.0);0.0;(0.0, 0.0, 0.0);0;0;0;174;177;58;80;154;171;151;350;35;358;19.62515;-0.01650947;20.67436;0.2736121;19.96672;0.4742732;91.72;0;-1;-1;-1;-1;
40.002755;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;(0.0, 0.0, 0.0);0.0;(0.0, 0.0, 0.0);0;0;0;174;177;58;80;154;171;151;350;35;358;19.62515;-0.01650947;20.67436;0.2736121;19.96672;0.4742732;91.72;0;-1;-1;-1;-1;
40.0030608;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;(0.0, 0.0, 0.0);0.0;(0.0, 0.0, 0.0);0;0;0;174;177;58;80;154;171;151;350;35;358;19.62515;-0.01650947;20.67436;0.2736121;19.96672;0.4742732;91.72;0;-1;-1;-1;-1;
40.0034346;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;(0.0, 0.0, 0.0);0.0;(0.0, 0.0, 0.0);0;0;0;174;177;58;80;154;171;151;350;35;358;19.62515;-0.01650947;20.67436;0.2736121;19.96672;0.4742732;91.72;0;-1;-1;-1;-1;
40.0037519;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;(0.0, 0.0, 0.0);0.0;(0.0, 0.0, 0.0);0;0;0;174;177;58;80;154;171;151;350;35;358;19.62515;-0.01650947;20.67436;0.2736121;19.96672;0.4742732;91.72;0;-1;-1;-1;-1;
40.0040931;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;(0.0, 0.0, 0.0);0.0;(0.0, 0.0, 0.0);0;0;0;174;177;58;80;154;171;151;350;35;358;19.62515;-0.01650947;20.67436;0.2736121;19.96672;0.4742732;91.72;0;-1;-1;-1;-1;
40.0043982;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;(0.0, 0.0, 0.0);0.0;(0.0, 0.0, 0.0);0;0;0;174;177;58;80;154;171;151;350;35;358;19.62515;-0.01650947;20.67436;0.2736121;19.96672;0.4742732;91.72;0;-1;-1;-1;-1;
40.0047301;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;(0.0, 0.0, 0.0);0.0;(0.0, 0.0, 0.0);0;0;0;174;177;58;80;154;171;151;350;35;358;19.62515;-0.01650947;20.67436;0.2736121;19.96672;0.4742732;91.72;0;-1;-1;-1;-1;
40.0051408;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;(0.0, 0.0, 0.0);0.0;(0.0, 0.0, 0.0);0;0;0;174;177;58;80;154;171;151;350;35;358;19.62515;-0.01650947;20.67436;0.2736121;19.96672;0.4742732;91.72;0;-1;-1;-1;-1;
40.0055132;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;(0.0, 0.0, 0.0);0.0;(0.0, 0.0, 0.0);0;0;0;174;177;58;80;154;171;151;350;35;358;19.62515;-0.01650947;20.67436;0.2736121;19.96672;0.4742732;91.72;0;-1;-1;-1;-1;
40.0058712;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;(0.0, 0.0, 0.0);0.0;(0.0, 0.0, 0.0);0;0;0;174;177;58;80;154;171;151;350;35;358;19.62515;-0.01650947;20.67436;0.2736121;19.96672;0.4742732;91.72;0;-1;-1;-1;-1;
40.0061695;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;(0.0, 0.0, 0.0);0.0;(0.0, 0.0, 0.0);0;0;0;174;177;58;80;154;171;151;350;35;358;19.62515;-0.01650947;20.67436;0.2736121;19.96672;0.4742732;91.72;0;-1;-1;-1;-1;
40.0065163;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;(0.0, 0.0, 0.0);0.0;(0.0, 0.0, 0.0);0;0;0;174;177;58;80;154;171;151;350;35;358;19.62515;-0.01650947;20.67436;0.2736121;19.96672;0.4742732;91.72;0;-1;-1;-1;-1;
40.0068193;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;(0.0, 0.0, 0.0);0.0;(0.0, 0.0, 0.0);0;0;0;174;177;58;80;154;171;151;350;35;358;19.62515;-0.01650947;20.67436;0.2736121;19.96672;0.4742732;91.72;0;-1;-1;-1;-1;
40.007199;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;(0.0, 0.0, 0.0);0.0;(0.0, 0.0, 0.0);0;0;0;174;177;58;80;154;171;151;350;35;358;19.62515;-0.01650947;20.67436;0.2736121;19.96672;0.4742732;91.72;0;-1;-1;-1;-1;
40.0075146;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;(0.0, 0.0, 0.0);0.0;(0.0, 0.0, 0.0);0;0;0;174;177;58;80;154;171;151;350;35;358;19.62515;-0.01650947;20.67436;0.2736121;19.96672;0.4742732;91.72;0;-1;-1;-1;-1;
40.0078239;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;(0.0, 0.0, 0.0);0.0;(0.0, 0.0, 0.0);0;0;0;174;177;58;80;154;171;151;350;35;358;19.62515;-0.01650947;20.67436;0.2736121;19.96672;0.4742732;91.72;0;-1;-1;-1;-1;
40.0081884;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;(0.0, 0.0, 0.0);0.0;(0.0, 0.0, 0.0);0;0;0;174;177;58;80;154;171;151;350;35;358;19.62515;-0.01650947;20.67436;0.2736121;19.96672;0.4742732;91.72;0;-1;-1;-1;-1;
40.0086053;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;(0.0, 0.0, 0.0);0.0;(0.0, 0.0, 0.0);0;0;0;174;177;58;80;154;171;151;350;35;358;19.62515;-0.01650947;20.67436;0.2736121;19.96672;0.4742732;91.72;0;-1;-1;-1;-1;
40.0089797;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;(0.0, 0.0, 0.0);0.0;(0.0, 0.0, 0.0);0;0;0;174;177;58;80;154;171;151;350;35;358;19.62515;-0.01650947;20.67436;0.2736121;19.96672;0.4742732;91.72;0;-1;-1;-1;-1;
40.0093821;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;(0.0, 0.0, 0.0);0.0;(0.0, 0.0, 0.0);0;0;0;174;177;58;80;154;171;151;350;35;358;19.62515;-0.01650947;20.67436;0.2736121;19.96672;0.4742732;91.72;0;-1;-1;-1;-1;
40.0097481;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;(0.0, 0.0, 0.0);0.0;(0.0, 0.0, 0.0);0;0;0;174;177;58;80;154;171;151;350;35;358;19.62515;-0.01650947;20.67436;0.2736121;19.96672;0.4742732;91.72;0;-1;-1;-1;-1;
40.0100732;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;(0.0, 0.0, 0.0);0.0;(0.0, 0.0, 0.0);0;0;0;174;177;58;80;154;171;151;350;35;358;19.62515;-0.01650947;20.67436;0.2736121;19.96672;0.4742732;91.72;0;-1;-1;-1;-1;
40.0104933;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;(0.0, 0.0, 0.0);0.0;(0.0, 0.0, 0.0);0;0;0;174;177;58;80;154;171;151;350;35;358;19.62515;-0.01650947;20.67436;0.2736121;19.96672;0.4742732;91.72;0;-1;-1;-1;-1;
40.0108417;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;(0.0, 0.0, 0.0);0.0;(0.0, 0.0, 0.0);0;0;0;174;177;58;80;154;171;151;350;35;358;19.62515;-0.01650947;20.67436;0.2736121;19.96672;0.4742732;91.72;0;-1;-1;-1;-1;
40.0111769;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;(0.0, 0.0, 0.0);0.0;(0.0, 0.0, 0.0);0;0;0;174;177;58;80;154;171;151;350;35;358;19.62515;-0.01650947;20.67436;0.2736121;19.96672;0.4742732;91.72;0;-1;-1;-1;-1;
40.0115633;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;(0.0, 0.0, 0.0);0.0;(0.0, 0.0, 0.0);0;0;0;174;177;58;80;154;171;151;350;35;358;19.62515;-0.01650947;20.67436;0.2736121;19.96672;0.4742732;91.72;0;-1;-1;-1;-1;
40.0119498;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;(0.0, 0.0, 0.0);0.0;(0.0, 0.0, 0.0);0;0;0;174;177;58;80;154;171;151;350;35;358;19.62515;-0.01650947;20.67436;0.2736121;19.96672;0.4742732;91.72;0;-1;-1;-1;-1;
40.0122971;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;(0.0, 0.0, 0.0);0.0;(0.0, 0.0, 0.0);0;0;0;174;177;58;80;154;171;151;350;35;358;19.62515;-0.01650947;20.67436;0.2736121;19.96672;0.4742732;91.72;0;-1;-1;-1;-1;
40.012677;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;(0.0, 0.0, 0.0);0.0;(0.0, 0.0, 0.0);0;0;0;174;177;58;80;154;171;151;350;35;358;19.62515;-0.01650947;20.67436;0.2736121;19.96672;0.4742732;91.72;0;-1;-1;-1;-1;
40.0129688;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;(0.0, 0.0, 0.0);0.0;(0.0, 0.0, 0.0);0;0;0;174;177;58;80;154;171;151;350;35;358;19.62515;-0.01650947;20.67436;0.2736121;19.96672;0.4742732;91.72;0;-1;-1;-1;-1;
40.0134125;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;(0.0, 0.0, 0.0);0.0;(0.0, 0.0, 0.0);0;0;0;174;177;58;80;154;171;151;350;35;358;19.62515;-0.01650947;20.67436;0.2736121;19.96672;0.4742732;91.72;0;-1;-1;-1;-1;
40.0137608;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;(0.0, 0.0, 0.0);0.0;(0.0, 0.0, 0.0);0;0;0;174;177;58;80;154;171;151;350;35;358;19.62515;-0.01650947;20.67436;0.2736121;19.96672;0.4742732;91.72;0;-1;-1;-1;-1;
40.0141743;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;(0.0, 0.0, 0.0);0.0;(0.0, 0.0, 0.0);0;0;0;174;177;58;80;154;171;151;350;35;358;19.62515;-0.01650947;20.67436;0.2736121;19.96672;0.4742732;91.72;0;-1;-1;-1;-1;
40.0144473;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;(0.0, 0.0, 0.0);0.0;(0.0, 0.0, 0.0);0;0;0;174;177;58;80;154;171;151;350;35;358;19.62515;-0.01650947;20.67436;0.2736121;19.96672;0.4742732;91.72;0;-1;-1;-1;-1;
40.0147876;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;(0.0, 0.0, 0.0);0.0;(0.0, 0.0, 0.0);0;0;0;174;177;58;80;154;171;151;350;35;358;19.62515;-0.01650947;20.67436;0.2736121;19.96672;0.4742732;91.72;0;-1;-1;-1;-1;
40.0150529;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;(0.0, 0.0, 0.0);0.0;(0.0, 0.0, 0.0);0;0;0;174;177;58;80;154;171;151;350;35;358;19.62515;-0.01650947;20.67436;0.2736121;19.96672;0.4742732;91.72;0;-1;-1;-1;-1;
40.0153444;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;(0.0, 0.0, 0.0);0.0;(0.0, 0.0, 0.0);0;0;0;174;177;58;80;154;171;151;350;35;358;19.62515;-0.01650947;20.67436;0.2736121;19.96672;0.4742732;91.72;0;-1;-1;-1;-1;
40.0157096;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;(0.0, 0.0, 0.0);0.0;(0.0, 0.0, 0.0);0;0;0;174;177;58;80;154;171;151;350;35;358;19.62515;-0.01650947;20.67436;0.2736121;19.96672;0.4742732;91.72;0;-1;-1;-1;-1;
40.0159979;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;(0.0, 0.0, 0.0);0.0;(0.0, 0.0, 0.0);0;0;0;174;177;58;80;154;171;151;350;35;358;19.62515;-0.01650947;20.67436;0.2736121;19.96672;0.4742732;91.72;0;-1;-1;-1;-1;
40.0163908;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;(0.0, 0.0, 0.0);0.0;(0.0, 0.0, 0.0);0;0;0;174;177;58;80;154;171;151;350;35;358;19.62515;-0.01650947;20.67436;0.2736121;19.96672;0.4742732;91.72;0;-1;-1;-1;-1;
40.0166997;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;(0.0, 0.0, 0.0);0.0;(0.0, 0.0, 0.0);0;0;0;174;177;58;80;154;171;151;350;35;358;19.62515;-0.01650947;20.67436;0.2736121;19.96672;0.4742732;91.72;0;-1;-1;-1;-1;
40.0169768;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;(0.0, 0.0, 0.0);0.0;(0.0, 0.0, 0.0);0;0;0;174;177;58;80;154;171;151;350;35;358;19.62515;-0.01650947;20.67436;0.2736121;19.96672;0.4742732;91.72;0;-1;-1;-1;-1;
